Date,Sample,Direction,Top.memory.card,Bottom.memory.card,Top.cam,Bottom.cam,Time.bottom,Time.end,Depth,Raw.hdd.number,Con.hdd.number,Latitude,Longitude,Comment,Habitat.image.exported,Site,Location,Status,Observer,Successful.count,Successful.length,Video.notes,Maxn.analyst,Maxn.complete.yyyymmdd,Maxn.checker,Length.analyst,Length.complete.date.yyyymmdd,Notes
9/3/2021,118,E,124,114,1205,1207,14:17:04,14:23:02,47.3,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,118,N,151,162,1201,1202,14:17:04,14:23:02,47.3,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,118,S,168,135,1208,1209,14:17:04,14:23:02,47.3,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,118,W,169,136,1231,1232,14:17:04,14:23:02,47.3,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,128,B,138,,1233,,14:26:53,14:33:21,47.8,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,128,E,124,114,1205,1207,14:26:53,14:33:21,47.8,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,128,N,151,162,1201,1202,14:26:53,14:33:21,47.8,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,128,S,168,135,1208,1209,14:26:53,14:33:21,47.8,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,128,W,169,136,1231,1232,14:26:53,14:33:21,47.8,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,60,B,138,,1233,,14:36:23,14:42:28,48.7,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,60,E,124,114,1205,1207,14:36:23,14:42:28,48.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,60,N,151,162,1201,1202,14:36:23,14:42:28,48.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,60,S,168,135,1208,1209,14:36:23,14:42:28,48.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,60,W,169,136,1231,1232,14:36:23,14:42:28,48.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,134,B,138,,1233,,14:53:24,14:59:44,41.7,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,134,E,124,114,1205,1207,14:53:24,14:59:44,41.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,134,N,151,162,1201,1202,14:53:24,14:59:44,41.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,134,S,168,135,1208,1209,14:53:24,14:59:44,41.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,134,W,169,136,1231,1232,14:53:24,14:59:44,41.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,120,B,138,,1233,,15:01:57,15:08:56,41.2,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,120,E,124,114,1205,1207,15:01:57,15:08:56,41.2,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,120,N,151,162,1201,1202,15:01:57,15:08:56,41.2,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,120,S,168,135,1208,1209,15:01:57,15:08:56,41.2,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,120,W,169,136,1231,1232,15:01:57,15:08:56,41.2,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,8,B,138,,1233,,15:13:44,15:20:25,42.5,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,8,E,124,114,1205,1207,15:13:44,15:20:25,42.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,8,N,151,162,1201,1202,15:13:44,15:20:25,42.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,8,S,168,135,1208,1209,15:13:44,15:20:25,42.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,8,W,169,136,1231,1232,15:13:44,15:20:25,42.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,68,B,138,,1233,,15:24:24,15:30:45,41.1,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,68,E,124,114,1205,1207,15:24:24,15:30:45,41.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,68,N,151,162,1201,1202,15:24:24,15:30:45,41.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,68,S,168,135,1208,1209,15:24:24,15:30:45,41.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,68,W,169,136,1231,1232,15:24:24,15:30:45,41.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
10/3/2021,117,B,156,,1233,,07:47:40,07:54:41,87.6,RAW3,CON1,,,,,,West Coast,,Claude,Y,,,Claude,20210322,,,,
10/3/2021,117,E,163,121,1205,1207,07:47:40,07:54:41,87.6,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210322,,,,
10/3/2021,117,N,140,147,1201,1202,07:47:40,07:54:41,87.6,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210322,,,,
10/3/2021,117,S,172,122,1208,1209,07:47:40,07:54:41,87.6,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210322,,,,
10/3/2021,117,W,165,167,1231,1232,07:47:40,07:54:41,87.6,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210322,,,,
10/3/2021,17,B,156,,1233,,07:59:46,08:06:24,92.2,RAW3,CON1,,,,,,West Coast,,Claude,Y,,,Claude,20210322,,,,
10/3/2021,17,E,163,121,1205,1207,07:59:46,08:06:24,92.2,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210322,,,,
10/3/2021,17,N,140,147,1201,1202,07:59:46,08:06:24,92.2,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210322,,,,
10/3/2021,17,S,172,122,1208,1209,07:59:46,08:06:24,92.2,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210322,,,,
10/3/2021,17,W,165,167,1231,1232,07:59:46,08:06:24,92.2,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210322,,,,
10/3/2021,40,B,156,,1233,,08:11:17,08:18:27,97,RAW3,CON1,,,,,,West Coast,,Claude,Y,,,Claude,20210322,,,,unknown goby
10/3/2021,40,E,163,121,1205,1207,08:11:17,08:18:27,97,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210322,,,,unknown goby
10/3/2021,40,N,140,147,1201,1202,08:11:17,08:18:27,97,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210322,,,,unknown goby
10/3/2021,40,S,172,122,1208,1209,08:11:17,08:18:27,97,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210322,,,,unknown goby
10/3/2021,40,W,165,167,1231,1232,08:11:17,08:18:27,97,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210322,,,,unknown goby
10/3/2021,72,B,156,,1233,,08:24:26,08:31:11,105,RAW3,CON1,,,,,,West Coast,,Claude,Y,,,Claude,20210322,,,,
10/3/2021,72,E,163,121,1205,1207,08:24:26,08:31:11,105,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210322,,,,
10/3/2021,72,N,140,147,1201,1202,08:24:26,08:31:11,105,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210322,,,,
10/3/2021,72,S,172,122,1208,1209,08:24:26,08:31:11,105,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210322,,,,
10/3/2021,72,W,165,167,1231,1232,08:24:26,08:31:11,105,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210322,,,,
10/3/2021,109,B,156,,1233,,08:39:30,08:46:41,114,RAW3,CON1,,,,,,West Coast,,Claude,Y,,,Claude,20210322,,,,"2 unknowns, boxfish?"
10/3/2021,109,E,163,121,1205,1207,08:39:30,08:46:41,114,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210322,,,,"2 unknowns, boxfish?"
10/3/2021,109,N,140,147,1201,1202,08:39:30,08:46:41,114,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210322,,,,"2 unknowns, boxfish?"
10/3/2021,109,S,172,122,1208,1209,08:39:30,08:46:41,114,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210322,,,,"2 unknowns, boxfish?"
10/3/2021,109,W,165,167,1231,1232,08:39:30,08:46:41,114,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210322,,,,"2 unknowns, boxfish?"
10/3/2021,145,B,156,,1233,,08:53:28,09:00:45,121,RAW3,CON1,,,,,,West Coast,,Claude,Y,,,Claude,20210323,,,,
10/3/2021,145,E,163,121,1205,1207,08:53:28,09:00:45,121,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210323,,,,
10/3/2021,145,N,140,147,1201,1202,08:53:28,09:00:45,121,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210323,,,,
10/3/2021,145,S,172,122,1208,1209,08:53:28,09:00:45,121,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210323,,,,
10/3/2021,145,W,165,167,1231,1232,08:53:28,09:00:45,121,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210323,,,,
10/3/2021,S1,B,156,,1233,,09:35:53,09:43:53,140,RAW3,CON1,34.10277,114.639918,,,,West Coast,,Claude,Y,,South light off,Claude,20210323,,,,South light off
10/3/2021,S1,E,163,121,1205,1207,09:35:53,09:43:53,140,RAW3,CON1,34.10277,114.639918,,Y,,West Coast,,Claude,Y,,South light off,Claude,20210323,,,,South light off
10/3/2021,S1,N,140,147,1201,1202,09:35:53,09:43:53,140,RAW3,CON1,34.10277,114.639918,,Y,,West Coast,,Claude,Y,,South light off,Claude,20210323,,,,South light off
10/3/2021,S1,S,172,122,1208,1209,09:35:53,09:43:53,140,RAW3,CON1,34.10277,114.639918,,Y,,West Coast,,Claude,Y,,South light off,Claude,20210323,,,,South light off
10/3/2021,S1,W,165,167,1231,1232,09:35:53,09:43:53,140,RAW3,CON1,34.10277,114.639918,,Y,,West Coast,,Claude,Y,,South light off,Claude,20210323,,,,South light off
10/3/2021,S2,B,156,,1233,,09:48:43,09:55:53,140,RAW3,CON1,34.10284,114.640335,South Light Off,,,West Coast,,Claude,Y,,South light off,Claude,20210323,,,,"South light off, hard to see nannygai"
10/3/2021,S2,E,163,121,1205,1207,09:48:43,09:55:53,140,RAW3,CON1,34.10284,114.640335,South Light Off,Y,,West Coast,,Claude,Y,,South light off,Claude,20210323,,,,"South light off, hard to see nannygai"
10/3/2021,S2,N,140,147,1201,1202,09:48:43,09:55:53,140,RAW3,CON1,34.10284,114.640335,South Light Off,Y,,West Coast,,Claude,Y,,South light off,Claude,20210323,,,,"South light off, hard to see nannygai"
10/3/2021,S2,S,172,122,1208,1209,09:48:43,09:55:53,140,RAW3,CON1,34.10284,114.640335,South Light Off,Y,,West Coast,,Claude,Y,,South light off,Claude,20210323,,,,"South light off, hard to see nannygai"
10/3/2021,S2,W,165,167,1231,1232,09:48:43,09:55:53,140,RAW3,CON1,34.10284,114.640335,South Light Off,Y,,West Coast,,Claude,Y,,South light off,Claude,20210323,,,,"South light off, hard to see nannygai"
10/3/2021,S3,B,156,,1233,,10:00:35,10:08:03,140,RAW3,CON1,34.102738,114.640238,"Checked Cams, South light Off",,,West Coast,,Claude,Y,,South light off,Claude,20210323,,,,south light turns off hitting bottom. check neosebastes sp1. yellow eye and swallowtail after period ends
10/3/2021,S3,E,163,121,1205,1207,10:00:35,10:08:03,140,RAW3,CON1,34.102738,114.640238,"Checked Cams, South light Off",Y,,West Coast,,Claude,Y,,South light off,Claude,20210323,,,,south light turns off hitting bottom. check neosebastes sp1. yellow eye and swallowtail after period ends
10/3/2021,S3,N,140,147,1201,1202,10:00:35,10:08:03,140,RAW3,CON1,34.102738,114.640238,"Checked Cams, South light Off",Y,,West Coast,,Claude,Y,,South light off,Claude,20210323,,,,south light turns off hitting bottom. check neosebastes sp1. yellow eye and swallowtail after period ends
10/3/2021,S3,S,172,122,1208,1209,10:00:35,10:08:03,140,RAW3,CON1,34.102738,114.640238,"Checked Cams, South light Off",Y,,West Coast,,Claude,Y,,South light off,Claude,20210323,,,,south light turns off hitting bottom. check neosebastes sp1. yellow eye and swallowtail after period ends
10/3/2021,S3,W,165,167,1231,1232,10:00:35,10:08:03,140,RAW3,CON1,34.102738,114.640238,"Checked Cams, South light Off",Y,,West Coast,,Claude,Y,,South light off,Claude,20210323,,,,south light turns off hitting bottom. check neosebastes sp1. yellow eye and swallowtail after period ends
10/3/2021,90,B,156,,1233,,10:40:20,10:47:59,122,RAW3,CON1,,,,,,West Coast,,Claude,Y,,,Claude,20210323,,,,
10/3/2021,90,E,163,121,1205,1207,10:40:20,10:47:59,122,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210323,,,,
10/3/2021,90,N,140,147,1201,1202,10:40:20,10:47:59,122,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210323,,,,
10/3/2021,90,S,172,122,1208,1209,10:40:20,10:47:59,122,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210323,,,,
10/3/2021,90,W,165,167,1231,1232,10:40:20,10:47:59,122,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210323,,,,
10/3/2021,22,B,156,,1233,,10:53:32,11:01:41,116,RAW3,CON1,,,,,,West Coast,,Claude,Y,,,Claude,20210323,,,,carangidae carangoides sp1 school
10/3/2021,22,E,163,121,1205,1207,10:53:32,11:01:41,116,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210323,,,,carangidae carangoides sp1 school
10/3/2021,22,N,140,147,1201,1202,10:53:32,11:01:41,116,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210323,,,,carangidae carangoides sp1 school
10/3/2021,22,S,172,122,1208,1209,10:53:32,11:01:41,116,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210323,,,,carangidae carangoides sp1 school
10/3/2021,22,W,165,167,1231,1232,10:53:32,11:01:41,116,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210323,,,,carangidae carangoides sp1 school
10/3/2021,77,B,156,,1233,,11:05:33,11:13:32,111,RAW3,CON1,,,,,,West Coast,,Claude,Y,,,Claude,20210324,,,,
10/3/2021,77,E,163,121,1205,1207,11:05:33,11:13:32,111,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210324,,,,
10/3/2021,77,N,140,147,1201,1202,11:05:33,11:13:32,111,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210324,,,,
10/3/2021,77,S,172,122,1208,1209,11:05:33,11:13:32,111,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210324,,,,
10/3/2021,77,W,165,167,1231,1232,11:05:33,11:13:32,111,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210324,,,,
10/3/2021,82,B,156,,1233,,11:17:10,11:25:17,100,RAW3,CON1,,,,,,West Coast,,Claude,Y,,,Claude,20210324,,,,
10/3/2021,82,E,163,121,1205,1207,11:17:10,11:25:17,100,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210324,,,,
10/3/2021,82,N,140,147,1201,1202,11:17:10,11:25:17,100,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210324,,,,
10/3/2021,82,S,172,122,1208,1209,11:17:10,11:25:17,100,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210324,,,,
10/3/2021,82,W,165,167,1231,1232,11:17:10,11:25:17,100,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210324,,,,
10/3/2021,49,B,156,,1233,,11:29:02,11:36:56,96.4,RAW3,CON1,,,,,,West Coast,,Claude,Y,,,Claude,20210324,,,,no fish in range
10/3/2021,49,E,163,121,1205,1207,11:29:02,11:36:56,96.4,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210324,,,,no fish in range
10/3/2021,49,N,140,147,1201,1202,11:29:02,11:36:56,96.4,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210324,,,,no fish in range
10/3/2021,49,S,172,122,1208,1209,11:29:02,11:36:56,96.4,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210324,,,,no fish in range
10/3/2021,49,W,165,167,1231,1232,11:29:02,11:36:56,96.4,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210324,,,,no fish in range
10/3/2021,141,B,156,,1233,,11:43:24,11:51:24,105,RAW3,CON1,,,,,,West Coast,,Claude,Y,,,Claude,20210324,,,,no fish :(
10/3/2021,141,E,163,121,1205,1207,11:43:24,11:51:24,105,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210324,,,,no fish :(
10/3/2021,141,N,140,147,1201,1202,11:43:24,11:51:24,105,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210324,,,,no fish :(
10/3/2021,141,S,172,122,1208,1209,11:43:24,11:51:24,105,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210324,,,,no fish :(
10/3/2021,141,W,165,167,1231,1232,11:43:24,11:51:24,105,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210324,,,,no fish :(
10/3/2021,11,B,156,,1233,,11:56:15,12:04:18,87.5,RAW3,CON1,,,,,,West Coast,,Claude,Y,,,Claude,20210324,,,,nice queenie
10/3/2021,11,E,163,121,1205,1207,11:56:15,12:04:18,87.5,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210324,,,,nice queenie
10/3/2021,11,N,140,147,1201,1202,11:56:15,12:04:18,87.5,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210324,,,,nice queenie
10/3/2021,11,S,172,122,1208,1209,11:56:15,12:04:18,87.5,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210324,,,,nice queenie
10/3/2021,11,W,165,167,1231,1232,11:56:15,12:04:18,87.5,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210324,,,,nice queenie
10/3/2021,146,B,156,,1233,,12:11:02,12:18:36,62.1,RAW3,CON1,,,South Light Off,,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,146,E,163,121,1205,1207,12:11:02,12:18:36,62.1,RAW3,CON1,,,South Light Off,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,146,N,140,147,1201,1202,12:11:02,12:18:36,62.1,RAW3,CON1,,,South Light Off,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,146,S,172,122,1208,1209,12:11:02,12:18:36,62.1,RAW3,CON1,,,South Light Off,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,146,W,165,167,1231,1232,12:11:02,12:18:36,62.1,RAW3,CON1,,,South Light Off,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,18,B,156,,1233,,12:21:15,12:28:30,61.6,RAW3,CON1,,,,,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,18,E,163,121,1205,1207,12:21:15,12:28:30,61.6,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,18,N,140,147,1201,1202,12:21:15,12:28:30,61.6,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,18,S,172,122,1208,1209,12:21:15,12:28:30,61.6,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,18,W,165,167,1231,1232,12:21:15,12:28:30,61.6,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,42,B,156,,1233,,12:31:20,12:38:36,70.1,RAW3,CON1,,,,,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,42,E,163,121,1205,1207,12:31:20,12:38:36,70.1,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,42,N,140,147,1201,1202,12:31:20,12:38:36,70.1,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,42,S,172,122,1208,1209,12:31:20,12:38:36,70.1,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,42,W,165,167,1231,1232,12:31:20,12:38:36,70.1,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,84,B,156,,1233,,12:40:18,12:47:24,69,RAW3,CON1,,,Checked Cameras and Hula light,,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,84,E,163,121,1205,1207,12:40:18,12:47:24,69,RAW3,CON1,,,Checked Cameras and Hula light,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,84,N,140,147,1201,1202,12:40:18,12:47:24,69,RAW3,CON1,,,Checked Cameras and Hula light,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,84,S,172,122,1208,1209,12:40:18,12:47:24,69,RAW3,CON1,,,Checked Cameras and Hula light,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,84,W,165,167,1231,1232,12:40:18,12:47:24,69,RAW3,CON1,,,Checked Cameras and Hula light,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,20,B,156,,1233,,12:51:30,12:59:48,63.7,RAW3,CON1,,,,,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,20,E,163,121,1205,1207,12:51:30,12:59:48,63.7,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,20,N,140,147,1201,1202,12:51:30,12:59:48,63.7,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,20,S,172,122,1208,1209,12:51:30,12:59:48,63.7,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,20,W,165,167,1231,1232,12:51:30,12:59:48,63.7,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,55,B,156,,1233,,13:01:39,13:08:58,71.7,RAW3,CON1,,,,,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,55,E,163,121,1205,1207,13:01:39,13:08:58,71.7,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,55,N,140,147,1201,1202,13:01:39,13:08:58,71.7,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,55,S,172,122,1208,1209,13:01:39,13:08:58,71.7,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,55,W,165,167,1231,1232,13:01:39,13:08:58,71.7,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,115,B,156,,1233,,13:11:40,13:18:56,80.2,RAW3,CON1,,,,,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,115,E,163,121,1205,1207,13:11:40,13:18:56,80.2,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,115,N,140,147,1201,1202,13:11:40,13:18:56,80.2,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,115,S,172,122,1208,1209,13:11:40,13:18:56,80.2,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,115,W,165,167,1231,1232,13:11:40,13:18:56,80.2,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,96,B,156,,1233,,13:21:13,13:28:37,71.4,RAW3,CON1,,,,,,West Coast,,Claude,Y,,,Claude,20210325,,,,weird wrasse at start
10/3/2021,96,E,163,121,1205,1207,13:21:13,13:28:37,71.4,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,weird wrasse at start
10/3/2021,96,N,140,147,1201,1202,13:21:13,13:28:37,71.4,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,weird wrasse at start
10/3/2021,96,S,172,122,1208,1209,13:21:13,13:28:37,71.4,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,weird wrasse at start
10/3/2021,96,W,165,167,1231,1232,13:21:13,13:28:37,71.4,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,weird wrasse at start
10/3/2021,89,B,156,,1233,,13:30:24,13:37:51,72.3,RAW3,CON1,,,,,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,89,E,163,121,1205,1207,13:30:24,13:37:51,72.3,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,89,N,140,147,1201,1202,13:30:24,13:37:51,72.3,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,89,S,172,122,1208,1209,13:30:24,13:37:51,72.3,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,89,W,165,167,1231,1232,13:30:24,13:37:51,72.3,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,131,B,156,,1233,,13:40:07,13:47:43,73.4,RAW3,CON1,,,,,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,131,E,163,121,1205,1207,13:40:07,13:47:43,73.4,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,131,N,140,147,1201,1202,13:40:07,13:47:43,73.4,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,131,S,172,122,1208,1209,13:40:07,13:47:43,73.4,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,131,W,165,167,1231,1232,13:40:07,13:47:43,73.4,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,
10/3/2021,112,B,156,,1233,,13:50:27,13:57:33,64.3,RAW3,CON1,,,,,,West Coast,,Claude,Y,,,Claude,20210325,,,,nice lump but no good fish. unknown labrid
10/3/2021,112,E,163,121,1205,1207,13:50:27,13:57:33,64.3,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,nice lump but no good fish. unknown labrid
10/3/2021,112,N,140,147,1201,1202,13:50:27,13:57:33,64.3,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,nice lump but no good fish. unknown labrid
10/3/2021,112,S,172,122,1208,1209,13:50:27,13:57:33,64.3,RAW3,CON1,,,,Y,,West Coast,,Claude,Y,,,Claude,20210325,,,,nice lump but no good fish. unknown labrid
